,doc,sentence,atomic_fact,precision,recall,f1-score
17,0,"Sheehan attended the University of California, Los Angeles, where he received a Bachelor of Arts degree in Theatre Arts.","Sheehan attended the University of California, Los Angeles.",0.9483066201210022,0.6959254145622253,0.8027464151382446
18,0,"Sheehan attended the University of California, Los Angeles, where he received a Bachelor of Arts degree in Theatre Arts.",He received a Bachelor of Arts degree.,0.8810214996337891,0.5798544883728027,0.6993944048881531
19,0,"Sheehan attended the University of California, Los Angeles, where he received a Bachelor of Arts degree in Theatre Arts.",The degree is in Theatre Arts.<|eot_id|>.,0.43744218349456787,0.4690310060977936,0.45268622040748596
20,0,He has been married since 1984 to Lisa Cooper and has two children.,He has been married since 1984.,0.8636254072189331,0.6527652144432068,0.7435348629951477
21,0,He has been married since 1984 to Lisa Cooper and has two children.,He is married to Lisa Cooper.,0.9238986372947693,0.7074817419052124,0.8013353943824768
22,0,He has been married since 1984 to Lisa Cooper and has two children.,He has two children.<|eot_id|>.,0.4546644687652588,0.5732800364494324,0.5071286559104919
23,1,Taral Hicks is an American singer and actress.,Taral Hicks is an American.,0.9193943738937378,0.749302327632904,0.8256795406341553
24,1,Taral Hicks is an American singer and actress.,Taral Hicks is a singer.,0.9083567261695862,0.7865976095199585,0.8431037664413452
25,1,Taral Hicks is an American singer and actress.,Taral Hicks is an actress.<|eot_id|>.,0.4774817228317261,0.6667644381523132,0.5564674139022827
26,1,"She was born in the Bronx, New York on September 21, 1974.",She was born in the Bronx.,0.9061411619186401,0.6311653256416321,0.7440609335899353
27,1,"She was born in the Bronx, New York on September 21, 1974.",She was born in New York.,0.8734285831451416,0.612490177154541,0.7200480103492737
28,1,"She was born in the Bronx, New York on September 21, 1974.","She was born on September 21, 1974.",0.9276715517044067,0.7200009822845459,0.8107489943504333
29,1,"She is best known for her single ""Sentimental,"" which was on the soundtrack of the 1997 film, Money Talks.","She is best known for her single ""Sentimental"".",0.9407380819320679,0.6456513404846191,0.7657499313354492
30,1,"She is best known for her single ""Sentimental,"" which was on the soundtrack of the 1997 film, Money Talks.","""Sentimental"" is a single.",0.6813138723373413,0.4335801601409912,0.5299233198165894
31,1,"She is best known for her single ""Sentimental,"" which was on the soundtrack of the 1997 film, Money Talks.","""Sentimental"" was included in the soundtrack.",0.7293955087661743,0.5231074094772339,0.60926353931427
32,1,"She is best known for her single ""Sentimental,"" which was on the soundtrack of the 1997 film, Money Talks.",The soundtrack was for the film Money Talks.,0.7992428541183472,0.5618866086006165,0.6598694324493408
33,1,"She is best known for her single ""Sentimental,"" which was on the soundtrack of the 1997 film, Money Talks.",Money Talks is a film.,0.6170608997344971,0.36963677406311035,0.4623267948627472
34,1,"She is best known for her single ""Sentimental,"" which was on the soundtrack of the 1997 film, Money Talks.",Money Talks was released in 1997.<|eot_id|>.,0.40587449073791504,0.42133620381355286,0.4134608507156372
35,1,"She has released two albums, This Time (1997) and This Time Around (2000).",She has released two albums.,0.9237061738967896,0.4923335909843445,0.6423147320747375
36,1,"She has released two albums, This Time (1997) and This Time Around (2000).",This Time is an album released by her.,0.6148467063903809,0.4790096580982208,0.5384939908981323
37,1,"She has released two albums, This Time (1997) and This Time Around (2000).",This Time was released in 1997.,0.6216268539428711,0.4876813292503357,0.5465673208236694
38,1,"She has released two albums, This Time (1997) and This Time Around (2000).",This Time Around is an album released by her.,0.6289180517196655,0.5121803879737854,0.5645779371261597
39,1,"She has released two albums, This Time (1997) and This Time Around (2000).",This Time Around was released in 2000.<|eot_id|>.,0.4166872203350067,0.5415834188461304,0.4709961414337158
40,1,"Hicks has also starred in several films, including A Bronx Tale (1993), New Jersey Drive (1995), and Kingdom Come (2001).",Hicks has also starred in several films.,0.9454500675201416,0.5093369483947754,0.662024974822998
41,1,"Hicks has also starred in several films, including A Bronx Tale (1993), New Jersey Drive (1995), and Kingdom Come (2001).",Hicks has also starred in A Bronx Tale.,0.9170469045639038,0.5839311480522156,0.7135244607925415
42,1,"Hicks has also starred in several films, including A Bronx Tale (1993), New Jersey Drive (1995), and Kingdom Come (2001).",A Bronx Tale was released in 1993.,0.6565341353416443,0.45935511589050293,0.5405237078666687
43,1,"Hicks has also starred in several films, including A Bronx Tale (1993), New Jersey Drive (1995), and Kingdom Come (2001).",Hicks has also starred in New Jersey Drive.,0.8633822798728943,0.5319021940231323,0.6582671403884888
44,1,"Hicks has also starred in several films, including A Bronx Tale (1993), New Jersey Drive (1995), and Kingdom Come (2001).",New Jersey Drive was released in 1995.,0.6150570511817932,0.4336397647857666,0.5086565017700195
45,1,"Hicks has also starred in several films, including A Bronx Tale (1993), New Jersey Drive (1995), and Kingdom Come (2001).",Hicks has also starred in Kingdom Come.,0.8893899917602539,0.5416145324707031,0.6732425093650818
46,1,"Hicks has also starred in several films, including A Bronx Tale (1993), New Jersey Drive (1995), and Kingdom Come (2001).",Kingdom Come was released in 2001.<|eot_id|>.,0.40729716420173645,0.46278637647628784,0.4332723617553711
47,1,She has also had guest appearances on television shows such as New York Undercover and Law & Order.,She has had guest appearances on television shows.,0.9242143630981445,0.6505751013755798,0.7636206150054932
48,1,She has also had guest appearances on television shows such as New York Undercover and Law & Order.,She has had guest appearances on New York Undercover.,0.9305928945541382,0.7588499188423157,0.8359919786453247
49,1,She has also had guest appearances on television shows such as New York Undercover and Law & Order.,She has had guest appearances on Law & Order.<|eot_id|>.,0.5823647379875183,0.727010190486908,0.6466980576515198
50,2,Chief Jones is an experienced leader with a long history of success.,Chief Jones is a leader.,0.8254510760307312,0.6093889474868774,0.7011524438858032
51,2,Chief Jones is an experienced leader with a long history of success.,Chief Jones has a long history.,0.832108736038208,0.689214825630188,0.7539510130882263
52,2,Chief Jones is an experienced leader with a long history of success.,Chief Jones has a history of success.<|eot_id|>.,0.5552569031715393,0.761681079864502,0.6422910094261169
53,2,"He has worked in the public sector for over 20 years, leading teams and organizations to achieve their goals.",He has worked in the public sector.,0.8742751479148865,0.5662505626678467,0.6873307228088379
54,2,"He has worked in the public sector for over 20 years, leading teams and organizations to achieve their goals.",He has worked in the public sector for over 20 years.,0.956810712814331,0.7167440056800842,0.8195589184761047
55,2,"He has worked in the public sector for over 20 years, leading teams and organizations to achieve their goals.",He has led teams to achieve their goals.,0.8631012439727783,0.6224909424781799,0.723311185836792
56,2,"He has worked in the public sector for over 20 years, leading teams and organizations to achieve their goals.",He has led organizations to achieve their goals.<|eot_id|>.,0.5559698939323425,0.6287526488304138,0.590125560760498
57,2,"He is known for his strong work ethic, commitment to excellence, and unique perspective.",He is known for his work ethic.,0.8391554355621338,0.6195651292800903,0.7128321528434753
58,2,"He is known for his strong work ethic, commitment to excellence, and unique perspective.",He is known for his commitment to excellence.,0.9317322373390198,0.684165358543396,0.7889842987060547
59,2,"He is known for his strong work ethic, commitment to excellence, and unique perspective.",He is known for his unique perspective.<|eot_id|>.,0.5354470014572144,0.6030322313308716,0.5672335624694824
60,2,He is a strong believer in collaboration and the power of working together to achieve more.,He is a strong believer.,0.8557164669036865,0.5151037573814392,0.6430934071540833
61,2,He is a strong believer in collaboration and the power of working together to achieve more.,He believes in collaboration.,0.8609099388122559,0.6423100829124451,0.7357154488563538
62,2,He is a strong believer in collaboration and the power of working together to achieve more.,Collaboration can lead to achieving more.,0.7091227769851685,0.5520371198654175,0.6207969188690186
63,2,He is a strong believer in collaboration and the power of working together to achieve more.,Working together is a key to achieving more.<|eot_id|>.,0.49637478590011597,0.6092947125434875,0.5470685958862305
64,2,"He is an advocate for diversity and inclusion, and actively works to create an equitable and inclusive environment in his organizations.",He is an advocate for diversity.,0.9318912029266357,0.631561279296875,0.7528804540634155
65,2,"He is an advocate for diversity and inclusion, and actively works to create an equitable and inclusive environment in his organizations.",He is an advocate for inclusion.,0.9089797139167786,0.6164062023162842,0.7346346974372864
66,2,"He is an advocate for diversity and inclusion, and actively works to create an equitable and inclusive environment in his organizations.",He actively works to create an equitable environment.,0.8887527585029602,0.6809582710266113,0.7711018919944763
67,2,"He is an advocate for diversity and inclusion, and actively works to create an equitable and inclusive environment in his organizations.",He actively works to create an inclusive environment.,0.8932451605796814,0.6840860247612,0.7747979760169983
68,2,"He is an advocate for diversity and inclusion, and actively works to create an equitable and inclusive environment in his organizations.",He works in his organizations.<|eot_id|>.,0.42729321122169495,0.4550074338912964,0.44071507453918457
69,2,He is passionate about making a positive impact in the world and using his knowledge and skills to help others.,He is passionate about making a positive impact in the world.,0.9659972190856934,0.7668548822402954,0.8549831509590149
70,2,He is passionate about making a positive impact in the world and using his knowledge and skills to help others.,He wants to use his knowledge to help others.,0.8192951679229736,0.6606478095054626,0.7314680814743042
71,2,He is passionate about making a positive impact in the world and using his knowledge and skills to help others.,He wants to use his skills to help others.<|eot_id|>.,0.5592078566551208,0.6636670231819153,0.6069759130477905
72,3,"Joey D. Vieira is an award-winning writer, director and producer who has built a career in film, television and new media.",Joey D. Vieira is a writer.,0.9198917150497437,0.5542272329330444,0.6917067766189575
73,3,"Joey D. Vieira is an award-winning writer, director and producer who has built a career in film, television and new media.",Joey D. Vieira is a director.,0.8463467955589294,0.5206478834152222,0.6446970105171204
74,3,"Joey D. Vieira is an award-winning writer, director and producer who has built a career in film, television and new media.",Joey D. Vieira is a producer.,0.8419188857078552,0.5131716728210449,0.6376679539680481
75,3,"Joey D. Vieira is an award-winning writer, director and producer who has built a career in film, television and new media.",Joey D. Vieira has built a career in film.,0.879389762878418,0.6268021464347839,0.7319164872169495
76,3,"Joey D. Vieira is an award-winning writer, director and producer who has built a career in film, television and new media.",Joey D. Vieira has built a career in television.,0.878968358039856,0.6270567178726196,0.7319440245628357
77,3,"Joey D. Vieira is an award-winning writer, director and producer who has built a career in film, television and new media.",Joey D. Vieira has built a career in new media.<|eot_id|>.,0.6069210171699524,0.6290115714073181,0.6177688241004944
78,3,"His work includes directing and producing the feature films ""The Perfect Game,"" ""The Perfect Game: A True Story"" and ""The Perfect Game: A Cinderella Story,"" as well as writing and directing the television series ""The Adventures of Rocky and Bullwinkle.""",His work includes directing and producing.,0.8474092483520508,0.34699493646621704,0.4923739433288574
79,3,"His work includes directing and producing the feature films ""The Perfect Game,"" ""The Perfect Game: A True Story"" and ""The Perfect Game: A Cinderella Story,"" as well as writing and directing the television series ""The Adventures of Rocky and Bullwinkle.""","His work includes the feature films ""The Perfect Game,"" ""The Perfect Game: A True Story,"" and ""The Perfect Game: A Cinderella Story.""",0.9539424180984497,0.7704182863235474,0.852414071559906
80,3,"His work includes directing and producing the feature films ""The Perfect Game,"" ""The Perfect Game: A True Story"" and ""The Perfect Game: A Cinderella Story,"" as well as writing and directing the television series ""The Adventures of Rocky and Bullwinkle.""","He directed and produced ""The Perfect Game,"" ""The Perfect Game: A True Story,"" and ""The Perfect Game: A Cinderella Story.""",0.9221864938735962,0.7387328147888184,0.8203281760215759
81,3,"His work includes directing and producing the feature films ""The Perfect Game,"" ""The Perfect Game: A True Story"" and ""The Perfect Game: A Cinderella Story,"" as well as writing and directing the television series ""The Adventures of Rocky and Bullwinkle.""",His work includes writing and directing.,0.8205863237380981,0.3479551076889038,0.4886898994445801
82,3,"His work includes directing and producing the feature films ""The Perfect Game,"" ""The Perfect Game: A True Story"" and ""The Perfect Game: A Cinderella Story,"" as well as writing and directing the television series ""The Adventures of Rocky and Bullwinkle.""","His work includes the television series ""The Adventures of Rocky and Bullwinkle.""<|eot_id|>.",0.6736118793487549,0.6145951747894287,0.6427516341209412
83,3,"He has also written and/or produced content for a variety of networks and platforms, including CBS, NBC, Disney, HBO, MTV, Nickelodeon, History Channel and Netflix.",He has written content.,0.6302664875984192,0.29587048292160034,0.4026990532875061
84,3,"He has also written and/or produced content for a variety of networks and platforms, including CBS, NBC, Disney, HBO, MTV, Nickelodeon, History Channel and Netflix.",He has produced content.,0.7372334003448486,0.3573203384876251,0.4813441038131714
85,3,"He has also written and/or produced content for a variety of networks and platforms, including CBS, NBC, Disney, HBO, MTV, Nickelodeon, History Channel and Netflix.",He has written/produced content for a variety of networks.,0.8944776058197021,0.6010773181915283,0.7189976572990417
86,3,"He has also written and/or produced content for a variety of networks and platforms, including CBS, NBC, Disney, HBO, MTV, Nickelodeon, History Channel and Netflix.",CBS is a network.,0.5135635137557983,0.33897823095321655,0.4083949029445648
87,3,"He has also written and/or produced content for a variety of networks and platforms, including CBS, NBC, Disney, HBO, MTV, Nickelodeon, History Channel and Netflix.",NBC is a network.,0.5189971327781677,0.34004300832748413,0.41088032722473145
88,3,"He has also written and/or produced content for a variety of networks and platforms, including CBS, NBC, Disney, HBO, MTV, Nickelodeon, History Channel and Netflix.",Disney is a network.,0.4636188745498657,0.3192954659461975,0.37815478444099426
89,3,"He has also written and/or produced content for a variety of networks and platforms, including CBS, NBC, Disney, HBO, MTV, Nickelodeon, History Channel and Netflix.",HBO is a network.,0.5059985518455505,0.36104267835617065,0.4214034378528595
90,3,"He has also written and/or produced content for a variety of networks and platforms, including CBS, NBC, Disney, HBO, MTV, Nickelodeon, History Channel and Netflix.",MTV is a network.,0.5060228109359741,0.33961039781570435,0.40644243359565735
91,3,"He has also written and/or produced content for a variety of networks and platforms, including CBS, NBC, Disney, HBO, MTV, Nickelodeon, History Channel and Netflix.",Nickelodeon is a network.,0.5472519397735596,0.3544219136238098,0.43021780252456665
92,3,"He has also written and/or produced content for a variety of networks and platforms, including CBS, NBC, Disney, HBO, MTV, Nickelodeon, History Channel and Netflix.",History Channel is a network.,0.5188608169555664,0.3201638460159302,0.3959847092628479
93,3,"He has also written and/or produced content for a variety of networks and platforms, including CBS, NBC, Disney, HBO, MTV, Nickelodeon, History Channel and Netflix.",Netflix is a network.<|eot_id|>.,0.3148754835128784,0.3294377028942108,0.32199200987815857
94,3,"He has been honored with numerous awards, including an Emmy nomination for his work on ""The Adventures of Rocky and Bullwinkle,"" and has been a finalist for the Humanitas Prize and the Austin Film Festival’s Screenwriting Award.",He has been honored with numerous awards.,0.8750526905059814,0.46484243869781494,0.6071544289588928
95,3,"He has been honored with numerous awards, including an Emmy nomination for his work on ""The Adventures of Rocky and Bullwinkle,"" and has been a finalist for the Humanitas Prize and the Austin Film Festival’s Screenwriting Award.",He has been nominated for an Emmy award.,0.8298326730728149,0.5164798498153687,0.6366899609565735
96,3,"He has been honored with numerous awards, including an Emmy nomination for his work on ""The Adventures of Rocky and Bullwinkle,"" and has been a finalist for the Humanitas Prize and the Austin Film Festival’s Screenwriting Award.","He has been nominated for the Emmy award for his work on ""The Adventures of Rocky and Bullwinkle.""",0.9091027975082397,0.7117905616760254,0.798437237739563
97,3,"He has been honored with numerous awards, including an Emmy nomination for his work on ""The Adventures of Rocky and Bullwinkle,"" and has been a finalist for the Humanitas Prize and the Austin Film Festival’s Screenwriting Award.",He has been a finalist for the Humanitas Prize.,0.8970352411270142,0.5533880591392517,0.6845017075538635
98,3,"He has been honored with numerous awards, including an Emmy nomination for his work on ""The Adventures of Rocky and Bullwinkle,"" and has been a finalist for the Humanitas Prize and the Austin Film Festival’s Screenwriting Award.",He has been a finalist for the Austin Film Festival’s Screenwriting Award.<|eot_id|>.,0.6712194681167603,0.6159945726394653,0.6424223780632019
99,4,"Lanny Flaherty (born October 2, 1973) is an American actor, director and producer.","Lanny Flaherty was born on October 2, 1973.",0.8059951066970825,0.6262032985687256,0.704814076423645
100,4,"Lanny Flaherty (born October 2, 1973) is an American actor, director and producer.",Lanny Flaherty is an American.,0.9001559615135193,0.5745817422866821,0.7014307379722595
101,4,"Lanny Flaherty (born October 2, 1973) is an American actor, director and producer.",Lanny Flaherty is an actor.,0.9298932552337646,0.6349475383758545,0.7546242475509644
102,4,"Lanny Flaherty (born October 2, 1973) is an American actor, director and producer.",Lanny Flaherty is a director.,0.8016872406005859,0.5326173305511475,0.6400225758552551
103,4,"Lanny Flaherty (born October 2, 1973) is an American actor, director and producer.",Lanny Flaherty is a producer.<|eot_id|>.,0.4725288152694702,0.4692472219467163,0.4708823263645172
104,4,"He is best known for his roles in the television series The Closer, Rizzoli & Isles and the film American Pie.",He is best known for his roles in television series.,0.8917132616043091,0.5692782402038574,0.6949157118797302
105,4,"He is best known for his roles in the television series The Closer, Rizzoli & Isles and the film American Pie.",The Closer is a television series.,0.6605803370475769,0.3993592858314514,0.49778100848197937
106,4,"He is best known for his roles in the television series The Closer, Rizzoli & Isles and the film American Pie.",Rizzoli & Isles is a television series.,0.759109377861023,0.5060558915138245,0.6072752475738525
107,4,"He is best known for his roles in the television series The Closer, Rizzoli & Isles and the film American Pie.",American Pie is a film.<|eot_id|>.,0.36427241563796997,0.3615078330039978,0.36288484930992126
108,4,"He has also appeared in numerous other movies and television shows including Without a Trace, The West Wing, CSI: NY and Grey's Anatomy.",He has appeared in numerous other movies and television shows.,0.9366128444671631,0.5641809701919556,0.704186201095581
109,4,"He has also appeared in numerous other movies and television shows including Without a Trace, The West Wing, CSI: NY and Grey's Anatomy.",He has appeared in Without a Trace.,0.7873146533966064,0.4814281463623047,0.5974977016448975
110,4,"He has also appeared in numerous other movies and television shows including Without a Trace, The West Wing, CSI: NY and Grey's Anatomy.",He has appeared in The West Wing.,0.7907030582427979,0.4691738486289978,0.5889101624488831
111,4,"He has also appeared in numerous other movies and television shows including Without a Trace, The West Wing, CSI: NY and Grey's Anatomy.",He has appeared in CSI: NY.,0.8420313596725464,0.5615888237953186,0.6737939119338989
112,4,"He has also appeared in numerous other movies and television shows including Without a Trace, The West Wing, CSI: NY and Grey's Anatomy.",He has appeared in Grey's Anatomy.<|eot_id|>.,0.5263414978981018,0.5602706074714661,0.542776346206665
113,4,Flaherty began his acting career in 1995 with a role in the television movie The Christmas Tree.,Flaherty began his acting career.,0.8919999003410339,0.5737380981445312,0.6983161568641663
114,4,Flaherty began his acting career in 1995 with a role in the television movie The Christmas Tree.,He began his acting career in 1995.,0.8126288652420044,0.516722559928894,0.6317421793937683
115,4,Flaherty began his acting career in 1995 with a role in the television movie The Christmas Tree.,He began his acting career in 1995 with a role.,0.8489738702774048,0.6057301759719849,0.7070153951644897
116,4,Flaherty began his acting career in 1995 with a role in the television movie The Christmas Tree.,He had a role in the television movie The Christmas Tree.,0.8724443316459656,0.6687450408935547,0.7571331262588501
117,4,Flaherty began his acting career in 1995 with a role in the television movie The Christmas Tree.,The television movie he had a role in was The Christmas Tree.<|eot_id|>.,0.5249049663543701,0.590872585773468,0.555938720703125
118,4,"Since then he has gone on to appear in a number of feature films including American Pie, The Dukes of Hazzard, Supercross and The Devil's Rejects.",He has appeared in a number of feature films.,0.8971254825592041,0.4835474193096161,0.6283931732177734
119,4,"Since then he has gone on to appear in a number of feature films including American Pie, The Dukes of Hazzard, Supercross and The Devil's Rejects.",He appeared in the film American Pie.,0.801249623298645,0.4951595366001129,0.6120697259902954
120,4,"Since then he has gone on to appear in a number of feature films including American Pie, The Dukes of Hazzard, Supercross and The Devil's Rejects.",He appeared in the film The Dukes of Hazzard.,0.8521941900253296,0.579536497592926,0.6899029612541199
121,4,"Since then he has gone on to appear in a number of feature films including American Pie, The Dukes of Hazzard, Supercross and The Devil's Rejects.",He appeared in the film Supercross.,0.7897303104400635,0.4698464274406433,0.5891692638397217
122,4,"Since then he has gone on to appear in a number of feature films including American Pie, The Dukes of Hazzard, Supercross and The Devil's Rejects.",He appeared in the film The Devil's Rejects.<|eot_id|>.,0.5614200830459595,0.5575003027915955,0.5594533681869507
123,4,"He has also directed episodes of the television series The Closer, Rizzoli & Isles and Without a Trace.",He has directed episodes of television series.,0.8682384490966797,0.512194037437439,0.6443003416061401
124,4,"He has also directed episodes of the television series The Closer, Rizzoli & Isles and Without a Trace.",The Closer is a television series.,0.6739435195922852,0.4274252951145172,0.5230954885482788
125,4,"He has also directed episodes of the television series The Closer, Rizzoli & Isles and Without a Trace.",He has directed episodes of The Closer.,0.9166049957275391,0.6019483804702759,0.7266769409179688
126,4,"He has also directed episodes of the television series The Closer, Rizzoli & Isles and Without a Trace.",Rizzoli & Isles is a television series.,0.7712762355804443,0.5376889705657959,0.6336405873298645
127,4,"He has also directed episodes of the television series The Closer, Rizzoli & Isles and Without a Trace.",He has directed episodes of Rizzoli & Isles.,0.9404251575469971,0.7088930606842041,0.8084077835083008
128,4,"He has also directed episodes of the television series The Closer, Rizzoli & Isles and Without a Trace.",Without a Trace is a television series.,0.7172779440879822,0.46559762954711914,0.564662754535675
129,4,"He has also directed episodes of the television series The Closer, Rizzoli & Isles and Without a Trace.",He has directed episodes of Without a Trace.<|eot_id|>.,0.5613577365875244,0.6162965893745422,0.5875456929206848
130,5,"Chaim Malinowitz is a rabbi, author, and speaker.",Chaim Malinowitz is a rabbi.,0.941189169883728,0.7413671016693115,0.829412579536438
131,5,"Chaim Malinowitz is a rabbi, author, and speaker.",Chaim Malinowitz is an author.,0.9441560506820679,0.7619343996047974,0.843313992023468
132,5,"Chaim Malinowitz is a rabbi, author, and speaker.",Chaim Malinowitz is a speaker.<|eot_id|>.,0.527471661567688,0.6393445134162903,0.5780449509620667
133,5,"He is the founder of the Jewish Learning Group and has served as a rabbi in New York City, Miami Beach, and Philadelphia.",He is the founder of the Jewish Learning Group.,0.9510873556137085,0.5959106683731079,0.7327263355255127
134,5,"He is the founder of the Jewish Learning Group and has served as a rabbi in New York City, Miami Beach, and Philadelphia.",He has served as a rabbi.,0.8625075817108154,0.5212690830230713,0.6498137712478638
135,5,"He is the founder of the Jewish Learning Group and has served as a rabbi in New York City, Miami Beach, and Philadelphia.",He has served as a rabbi in New York City.,0.9109634160995483,0.6789109110832214,0.7780023813247681
136,5,"He is the founder of the Jewish Learning Group and has served as a rabbi in New York City, Miami Beach, and Philadelphia.",He has served as a rabbi in Miami Beach.,0.9023651480674744,0.6587909460067749,0.7615765929222107
137,5,"He is the founder of the Jewish Learning Group and has served as a rabbi in New York City, Miami Beach, and Philadelphia.",He has served as a rabbi in Philadelphia.<|eot_id|>.,0.565845251083374,0.6322598457336426,0.5972117781639099
138,5,"He has written two books, A Rabbi Looks at the Last Days: What the Bible Really Says About the End Times and A Rabbi Looks at the Messiah and the End of Days.",He has written two books.,0.8804476857185364,0.3595786392688751,0.5106185078620911
139,5,"He has written two books, A Rabbi Looks at the Last Days: What the Bible Really Says About the End Times and A Rabbi Looks at the Messiah and the End of Days.",The two books are A Rabbi Looks at the Last Days: What the Bible Really Says About the End Times.,0.83531254529953,0.7541425228118896,0.7926548719406128
140,5,"He has written two books, A Rabbi Looks at the Last Days: What the Bible Really Says About the End Times and A Rabbi Looks at the Messiah and the End of Days.",The two books are A Rabbi Looks at the Messiah and the End of Days.,0.7951796650886536,0.6996778845787048,0.7443780899047852
141,5,"He has written two books, A Rabbi Looks at the Last Days: What the Bible Really Says About the End Times and A Rabbi Looks at the Messiah and the End of Days.",A Rabbi Looks at the Last Days: What the Bible Really Says About the End Times is a book.,0.7824390530586243,0.6907427906990051,0.7337372303009033
142,5,"He has written two books, A Rabbi Looks at the Last Days: What the Bible Really Says About the End Times and A Rabbi Looks at the Messiah and the End of Days.",A Rabbi Looks at the Last Days: What the Bible Really Says About the End Times is one of the two books.,0.7504242658615112,0.7125289440155029,0.7309858202934265
143,5,"He has written two books, A Rabbi Looks at the Last Days: What the Bible Really Says About the End Times and A Rabbi Looks at the Messiah and the End of Days.",A Rabbi Looks at the Messiah and the End of Days is a book.,0.7653830051422119,0.6556421518325806,0.7062751054763794
144,5,"He has written two books, A Rabbi Looks at the Last Days: What the Bible Really Says About the End Times and A Rabbi Looks at the Messiah and the End of Days.",A Rabbi Looks at the Messiah and the End of Days is one of the two.,0.6683319807052612,0.6078764200210571,0.63667231798172
145,5,"He is a popular speaker on topics related to the Bible, Jewish tradition, and spirituality.",He is a popular speaker.,0.8992106914520264,0.5308857560157776,0.6676167845726013
146,5,"He is a popular speaker on topics related to the Bible, Jewish tradition, and spirituality.",He is a speaker on topics related to the Bible.,0.9445315599441528,0.7760748267173767,0.8520568013191223
147,5,"He is a popular speaker on topics related to the Bible, Jewish tradition, and spirituality.",He is a speaker on topics related to Jewish tradition.,0.9506824612617493,0.7991312742233276,0.8683439493179321
148,5,"He is a popular speaker on topics related to the Bible, Jewish tradition, and spirituality.",He is a speaker on topics related to spirituality.<|eot_id|>.,0.5984331369400024,0.7404435873031616,0.6619070172309875
149,5,"He has been featured in The New York Times, The Washington Post, The Times of Israel, and many other publications.",He has been featured in The New York Times.,0.9268485307693481,0.706356406211853,0.8017185926437378
150,5,"He has been featured in The New York Times, The Washington Post, The Times of Israel, and many other publications.",The New York Times is a publication.,0.6422257423400879,0.5098859667778015,0.5684551000595093
